,Comment,id,date,Pos,Neg,Neu
143,"I like her a lot!! But she's no VBH who features on Rorys other job, doing electric rides. 

Experience is key I suppose, but she will grow on me, no doubt, if shown more. Love her voice..","
 @opinionated_one8692
 ",11 months ago (edited),0.172,0.203,0.625
144,Ah man I am gutted if rory leaves :-(,"
 @sukmangat
 ",11 months ago,0.0,0.263,0.737
145,Welcome aboard can’t wait to see you in more videos. Amazing!!!,"
 @billytheexorcist3230
 ",11 months ago,0.531,0.0,0.469
146,"Lovely review, Alexandra!","
 @hito6464
 ",11 months ago,0.672,0.0,0.328
147,She forgot to mention the power output,"
 @AffordableFashion8
 ",11 months ago,0.0,0.0,1.0
148,"Rory, please come back. No one can ever replace you!","
 @aliibn-muhammadal-sharif8568
 ",11 months ago,0.203,0.172,0.625
149,Missed the chance to say “this is not America” when he wanted to mislead you on where the steering wheel is. Haha.,"
 @boxoffisa2489
 ",11 months ago,0.191,0.084,0.725
150,Rory is the best I hope he doesn’t go away,"
 @charpemetal9514
 ",11 months ago,0.504,0.0,0.496
151,"Macan is pronounced Ma in Mama, Can in Chance, but exclude the H and S..
It's big cat family from Indonesia, Macan ","
 @TheFucka4
 ",1 month ago,0.066,0.103,0.832
152,Replacement for the turbo? Will there not be a new turbo version?,"
 @stevegee6529
 ",11 months ago,0.0,0.0,1.0
153,Great review Alexandra! Love that more and more women are reviewing cars on YouTube now!,"
 @aetiusg
 ",11 months ago,0.406,0.0,0.594
154,This new presenter is great! She is a wonderful host,"
 @MrMinitown
 ",11 months ago,0.536,0.0,0.464
155,Fun review. I like the new reviewer. She has a great VO voice.,"
 @bismarchiavelli
 ",11 months ago,0.553,0.0,0.447
156,Thanks for everything Rory ;),"
 @wealradyknowwhois
 ",11 months ago,0.615,0.0,0.385
157,rory give the good chance ,"
 @alisafdar17
 ",11 months ago,0.62,0.0,0.38
158,"Hey Rory u need to get Alexander back, she did a great  review....love your videos BTW","
 @pragasennaicker5429
 ",11 months ago,0.24,0.0,0.76
159,"I get your trying to see the reaction from the audience but for the love of god keep rory.


Thank you","
 @nacerhi5486
 ",11 months ago,0.408,0.0,0.592
160,Bring Rory back!,"
 @LRG251
 ",11 months ago,0.0,0.0,1.0
161,Have to stay Rory! Best reviewer!,"
 @iColorzz07
 ",11 months ago,0.489,0.0,0.511
162,Good job ,"
 @JF-di1nr
 ",11 months ago,0.744,0.0,0.256
163,Propahhhhhly done Rory!,"
 @JuanGar21
 ",11 months ago,0.0,0.0,1.0
164,"Obviously a very well engineered (and expensive), but ultimately pointless car. You'd have to be prepared to take it to the track to get any real fun out of it, which almost no-one every does.","
 @tonyb3629
 ",11 months ago,0.215,0.0,0.785
165,She is good for sure. Nothing against her but Rory is my guy :),"
 @MaxFiveGames
 ",11 months ago,0.409,0.0,0.591
166,Please bring back Rori. He is the best presenter in YouTube,"
 @Engineer20201
 ",11 months ago,0.419,0.0,0.581
167,"Ordered one,after a year still no sign of a build slot let alone a car....so good luck to anybody that wants one.","
 @mikepaterson9573
 ",11 months ago,0.235,0.167,0.598
168,Does this car get good miles per gallon?,"
 @vvcfgfgful
 ",11 months ago,0.293,0.0,0.707
169,Well she's very crisp. Looking forward for more.,"
 @sumuqh
 ",11 months ago,0.231,0.0,0.769
170,Good review  enjoyed it,"
 @hassanskien3989
 ",11 months ago,0.756,0.0,0.244
171,Nice Rory and Alexandra car review.,"
 @menaseven9093
 ",11 months ago,0.359,0.0,0.641
172,"You know, I'm fine with her work-- she seems to do a solid job and Alex and Rory seem to work well together. Looking forward to future content.","
 @thegirthquake8574
 ",11 months ago,0.186,0.0,0.814
173,When you want to do something dirty cheap use capacitive buttons and say they're futuristic.,"
 @DumahBrazorf
 ",11 months ago,0.076,0.169,0.756
174,"To paraphrase Alexandra, Rory's not just good, he's really good. Don't leave.","
 @joeavery8966
 ",11 months ago,0.093,0.316,0.591
